学生ID,综合GPA
c7948f13ae58a2730aac,3.44940233231
1987012dd922c70ad4ea,3.25539040565
b064d21a1047602daa99,3.56631755829
0b6bcfd90c44170bf15e,3.43135523796
d7082bf936d2888127d5,3.13429403305
9fc2660d7fa7702a402b,3.36433148384
c9892c6a398228184ad2,3.42039847374
36a656a616bd218786fe,3.30936408043
77b0ad43dca15956c73e,3.48617458344
15dea2af09370689dba0,3.12394046783
fdba8a1cadd7d4ad8cee,3.26882886887
315c1a6f0c46fe4273cf,3.17663860321
13d1d97002aac017e86a,3.18724226952
de24917d671e95a1e9dc,3.41506814957
1aa79a09e52026162d81,3.02936649323
c1a9ab9f2fc95af22f11,3.32927107811
ebe7fc2af65b482c3089,3.39402651787
d707d60f59dc3b3de193,3.32948613167
dc229a85d700b2066dd0,3.00941252708
caafdc2679c2c1d5e039,3.44796800613
6278435d824ee73328e9,3.49544548988
ee37bbf05ae6ba5354a6,3.00464463234
bcbdf7054df36f10beb9,3.24707913399
8cb45f6ff0bad82debea,3.57633852959
ba18c4b2c87bdacbc21b,3.0902941227
e57ec6a60e7f1b03ad19,3.46771836281
be83251c1929f081651c,3.24918913841
fa035e495f1f264228f3,3.20835328102
1b8fecce8e3dcae0a726,3.27561998367
1a4f62530f7ce28493c5,3.45692896843
a3e0244d7ee96bd83a72,3.15854310989
174d9191bf59551e7bdd,3.23106217384
60efbd4537f2bb81156d,3.54548478127
cc0e9ff799108dff607e,3.22917151451
c8b888c1efb6cbaf6cf2,3.32317304611
993b38232a9efe7e537c,3.36815857887
cfcf83a4bd8e8ffc3352,3.56094861031
7eca82a2a35ba641f1a9,3.63883972168
1baceefd07e1e42dbf5c,3.61382317543
165c0d283fd88a23e4cd,3.56079816818
ec236ed18a239566e3af,3.4361140728
6d0a23970d36a81787a1,3.34995412827
233291772cc6702282b7,3.19901418686
44104ab93bf0e4794243,3.3811044693
be89da9c65dec5759141,3.35843515396
e8a82075a1d20e16a2d4,3.38181185722
2e34742c3fcc3e4d0abd,3.43776202202
e5be8f33b7793d1cce91,3.28936862946
1d9259cb2748fa4d9d40,3.31139183044
f3d83da198e1559b916c,3.57904148102
648b43e9f93ff2b3c45d,3.01333522797
0788335bad50c0d09f26,3.0630376339
6c1e01fc766e3ed6479e,3.29468369484
cdebe3a77558226036b1,3.51763343811
ddb6a84a4cb58ac6e9db,3.58088302612
272dab9028a1ef1b2af2,3.39363908768
1b8c0e08d66e1c2cc010,3.39791750908
07d4c193d72f5d600024,3.42702412605
83a0b0241400892b2769,3.56566286087
f95a50f29791321adcaa,3.38452649117
c6c4b0142324af7d98ec,3.2969148159
1a7291f3e32618405c80,3.28000307083
7da5042c4a30c99d69ba,3.43840360641
81602a9ce7ef395a9abd,3.3745508194
b4c16c4421abcfbd1e9a,3.47460722923
487b05b788e8bdf04254,3.56268453598
9d2e09326d3f5997dd5c,3.29808545113
83c8ce6c5a021ed4609c,3.12075638771
b080c79fae75f4bf9955,2.85109043121
eafa729e12752eb69237,3.51043224335
cefb6687a634158f6b28,3.47612810135
79f938852a6a1811d8ea,3.36592578888
2e4e02158c044e157fcc,3.16952443123
903fc6d6ada3f45a92e8,3.229596138
5458937d7413a54ffe92,3.36737346649
e37cdcc74b28c66bc16d,3.00852751732
7777fd782a9c95c79180,3.14556145668
e43af9481d6393401c47,3.15116715431
5609ad8cda829dc490d9,3.31817770004
c052561b89e4bfc26e27,3.3952665329
83d57c8614e71301db72,3.31091022491
ce460dfd8ceadfc44f74,3.43134093285
9ed82b9d66fdd43e6d29,3.07756614685
5abad4114e4ebd22b0d2,3.54865670204
2cc8f49e78ba0c18f30e,3.43222904205
cafe096c55b17fe6c2e9,3.25593924522
c37788c1f7c58bc27ece,3.43128347397
ff94103dac5fa9ecd598,3.50966119766
dee06e834b29bafcb6d5,3.4065926075
0a4f6df146781522d08f,3.26647138596
7099c17dbdf5fb8dab3b,3.49421024323
42959b2157ce578fd46f,3.41320180893
ec97cf332f1a1e23e8af,3.38910460472
61615d0f5f745d43a528,3.20895028114
5dd10c8ed7eb1f0e2d38,3.29677891731
8849b54225417720f3eb,3.36097812653
a0ef5c59dc2e04a8227f,3.34290480614
9cbb8f8b9b85b4ea12cc,3.4539141655
b7dda1219d73bb6052ab,3.38246130943
5667c0be63e1bccfabcb,3.09852337837
0c049c825be79fbe455f,3.52577114105
46a3baab0bcb5614f371,3.37186312675
27067bf485dc55fffb9f,3.4967944622
4eab811eae008da7e033,3.60618710518
6a00afaa904f440e40f1,3.18766307831
1fdfeac7960cb20a1be8,3.39863348007
b400c00cc2ec66605733,3.34841513634
4fb6a61d2a2763cf63ea,3.16982913017
ad260c19524b3ff27bff,3.43270468712
9204bf1ce25122be996b,3.45912981033
5a5ce86b24bfeee71941,3.42532992363
7434208c8c1dfd130338,3.53923225403
8ade6f601a9ff85b018e,3.34549570084
ed8a7ac6f3a5cc948503,3.39138412476
921ccf49fb22f524f1ba,3.52597045898
a3fb51c7a4cde511bb07,3.53046822548
224d8ad3706004371745,3.67460298538
381368270ce95cfe7137,3.18486046791
57e5ba403b1fa28a0f32,3.53701853752
4fa41199d9d7d06541f3,3.55277180672
a431552bab12698c060b,3.37174344063
6ea836e113481a6d31b4,3.29524159431
177e7cc61a51c3423557,3.32846808434
38c5f23ba5ab9af61ef0,3.50415635109
c0ce617a369d73cd8287,2.98396730423
363fdc4adf8c017134c3,3.52417445183
f5a99c3a428e4c8b8a2c,3.41701197624
9ee0c53bbf4725b7db16,3.35852241516
a920f1afa7eb4137afd4,2.75934195518
a664e29517516a3c4f09,3.40648531914
ddd4817d64e4f293ab63,3.01271009445
a04dbefdee9ac7a1474e,3.43264603615
39e121625eb22e9ba94f,3.42454743385
0f75a0a58d362b6149b5,3.44208264351
9b67634199dc5d079bcc,3.3536002636
bd8be77712babdf32d47,3.55913925171
49942f704cab223ad744,2.84553575516
f37b987c09fc29c371d7,3.42566013336
96f75c38590c7a634cd9,3.2285964489
14abdf42c752f895855a,3.28038764
38778da38725c24e9847,3.43858242035
45ab8dec3b44b6a76c18,3.27853441238
a514d77d0fb6cd72628b,3.5825984478
a894b013997dfa7e4b3d,3.34762740135
aa44ed5ec019ec5cc6cc,3.42909598351
9e6ab71ff13cc711b6df,3.47446370125
88ea1cfbfbfe7341d6a9,3.45515370369
36196544e7e856e4f03e,3.22094082832
eff414ce4de5a363c26e,3.42122721672
da1e7a1c326ebb11f042,3.31087422371
1d7b89d433bb18d82a60,3.62794756889
8fec54ea2a73f93c913c,3.02355790138
ad790932568430fab70f,3.51069021225
f42d1caeed8abcbd79c9,3.6854789257
bdb11c6c1308f6818ea1,3.47707462311
78c52f9dcf16d7ef0310,3.50777697563
f89c0ea6409d7c84af57,3.54514980316
eef070082f73d708403b,3.08071374893
8f1f8ffcd824d2406fe5,3.3143222332
4c5ffed52f4b80c2ff6b,3.33809518814
9be047edc7b15263595e,3.18993282318
c32d20cbc794d1557be1,3.20748734474
77e2a12fad3580d54c29,3.11993408203
46b37dda4230238ea4be,3.37802600861
9afffb2c06290031fbff,3.19501614571
6469f30a0e88f18dce5a,3.08300256729
b7c0edebd1477a321388,3.50275635719
30a47a2c33bed8d07e8f,3.26654028893
4120df246b4260a8664c,3.38197875023
8d84094153c2bd440420,2.81089043617
efee69d692718b4aac3b,3.2458050251
4b3c0b97b41e9ca6564e,3.4131360054
3c671cad5cdcedf4e17a,3.22559785843
69a5e8d2d5d334efc966,3.57166624069
eedd7249ec50894fd6a2,3.38946890831
17e1fe44e1e434acb53a,3.28898382187
eb89c6c26f3fb8475a5a,3.54546403885
df653ebd6b8742c6d76e,2.56957888603
c54c17d1037b611818a1,3.46062898636
c19e3c472048c98713dd,3.30848097801
e8e1866a8631bd3df2b3,3.57630395889
018e7fc065f7a259447e,3.47672319412
f4c248938ecc564a6771,3.39868545532
6eca7ace99961972e701,3.46916532516
cfe0a4015846c981c0fd,3.57288646698
54b6ae733b959e446880,3.42710971832
a6587d41eb91ef44699d,2.81465101242
5d7dfd30d947e9bf0a34,2.77329707146
25aa8f34d21bf22eb1da,3.11330723763
dd5bcb9d623d160daf0c,3.52291059494
bfe481414d45fd350119,3.1826364994
ee47a4354776d45a6363,3.31158804893
b3e77ebec7658ba050b3,3.48064494133
c85db3a03073ebf7a0fb,3.48418450356
fa79e24a5712fe3d63e1,3.26990246773
6a9d2e6a225d33ee5d69,3.37749004364
1f18f00013d278d5dd77,3.29761242867
dd43f702747d83a73933,3.36922717094
f01943e997c81974c55c,3.44971394539
a4708466bb888bea4658,3.5290594101
990bc71f39c4eda9c842,3.57857608795
56c8361d710003ea5f31,3.5132958889
0def1b62b9b182f57657,3.45136904716
9e12b7989962db711a17,3.09608340263
e965445fec77a1d27e09,3.37569499016
7da8bf3ae1956466304a,3.29013776779
3572437d2d07d19a93ea,3.11408019066
24322820eacbbf98b168,3.37031006813
5799f5bdf72ef887cfce,3.08848571777
00ac947481ed48b8a995,3.42214989662
214fe9703a8173978c54,3.30305504799
0534f62633cbac0203e9,3.45795297623
dec9951029aa7375bc4a,3.50329828262
d32c087d2e558852bccb,3.22996735573
27ead5e3639ef67906d5,3.30477404594
eaece3e617d5fc3a149c,3.2906832695
4cf94c5ef2dfb234b603,3.54281997681
d4f7cf5df427a2b4ca46,3.39650988579
de0be9bcc3a0f4208e5b,3.20715999603
fe81af6db0c073e6a614,2.99250268936
819fdf90d3263634feef,3.45872735977
c2a9e3594dac80ab8d23,3.44985723495
79e8d43441fbf4dfa4ee,3.37191748619
116b85e78f159318d5c8,3.12767982483
b84a04f2b4641b5d5186,3.39436340332
4cbad46db7a5ac6c0d6a,3.28726887703
54dfa54530da9ed5dcaf,3.34020662308
365dd7700b146889fd5c,3.44458699226
8cf127b1d5872ae68ebf,3.44082641602
2654c1e71ef965a9e6bf,3.42579030991
3e68ec5db47319caec20,3.61210513115
7fddbfed1f9611218ca0,3.34145855904
39b682082c037ebf0f3c,3.06583571434
06dc77fa497029d79167,3.51296210289
7a17ea085bfd13fd8fdf,3.45613193512
da2504e2b91fb12bd273,3.55896067619
883472baf3281e524be4,3.16086554527
f408cdaaab80e32c2ea7,3.4812412262
f6fde30e8584eb831f9d,3.6361579895
76e99a9f853a598af4c2,3.02993774414
b3dc53cb21bbe29941b5,2.68426775932
7a27872dfeb1e04e3b16,3.5002951622
f898009d37d4bedc8fa0,3.45000195503
ceb8293684d72956352a,3.02211785316
f5b512de624689005f63,3.34086561203
586b2dce9eb414a2c798,3.2731730938
5eed49f8da5d8c7f3156,3.35407996178
5553c803807302ee9c54,3.27567267418
c182cfa14e7ef9cc0cf9,3.51100516319
670a1d71403643a36a27,3.17855358124
853c21d29aef590fb60e,3.3341550827
fb5c136df18019dedade,3.49278903008
4c4eab2257c86529334f,3.56352901459
f58cc97c3c28bbfc5e3d,3.15910482407
71b640d27e235529dd7b,3.51932573318
a3c736f2c9e29ac0c17f,3.20518445969
a4f07d6c51b056bd03b4,3.42760682106
6808f9483c81c635ec89,3.50843811035
84ec1c5a73d989c41058,3.42448878288
9b80972a953accde6037,3.54631543159
b090556b871d559f2c71,3.26430368423
5c6822efea850f8b35eb,3.54474473
cb659d393592da8a44cf,3.39368796349
c674234997de41661780,3.26122784615
f7b108ce9453de58aece,3.26220035553
bea2315b5f8a09c2e5f3,2.99924445152
09d5f083377c94d891d9,3.175385952
43b7324d4e638fdf8ace,2.86433935165
1382fb5159732f679427,3.2727637291
af43cbd46c7540b52923,3.48756718636
406ecf6de9d300aff061,3.39290428162
074bdad509fd37fb2e8f,3.51060962677
1543c4afd5349c82c84c,3.51019120216
759cb820e4dfc0cfc5ff,2.99218297005
47517c99b979bf50dc5c,3.50176930428
968e5cf2339bbeb797a3,3.189930439
f12fa2b5541b6ed38025,3.64081263542
2add5ba9822982049ccb,3.21307325363
f7062710024d1a3763e2,3.67477440834
a1a0a69ce31335e27ca5,3.44941544533
ffbe29138c49c71f6b4c,3.24176216125
15ae5d869e369fdf461f,3.30378818512
428a8828967370d55f57,2.66568398476
c3584a61453acf6ef02b,3.36785101891
9800c3836698cbe49be2,3.16607141495
c077bc44687aee937b06,3.49421334267
6b3341bd593a45c087da,3.44681215286
a722302597ec29666326,3.6706867218
172d7f82546805986fe8,3.15218734741
6b583822912aaf2879f6,3.36954164505
b7c207ebc3847ba5875f,3.5319621563
c26fc7dd8f72424216f6,3.19199252129
2b43531d65c70036e0bf,3.2541179657
71f2b702d98659ab20c5,2.78196811676
c26a933d6f80ce6f72f9,3.16939806938
399718be25cca7844000,3.38783121109
48ae946346d3365d7626,3.18618178368
af4054b2ec94f7f8aa17,2.98917841911
0f926c1c11224ba85d4a,3.5374891758
0b751654ac4933c2b651,3.3479912281
cf66e83703bbd3b3ad38,3.21310782433
3eccd85c4e6cdf67699f,3.45297384262
6d88ae86d3b47113b28d,3.41258525848
8168f0fca35a0038eb13,3.49261260033
c0b6785a2eb25f3b8e0c,3.35501170158
b53c41f88f9c602e5182,3.17432641983
bb2c947c89466df6ff6e,3.54661560059
d9a8239daf055971ec0d,3.52262687683
0543d06645d0d8c3e666,2.70968031883
fc233f48ce1783ebcd62,3.55495882034
3d8b3f45b24cd17bed3f,3.47911643982
244d17a2b53b35f1c186,3.23243021965
3a76356dfdb570ca20bf,3.45553207397
2dfd6dfb0232f3135982,3.52577114105
b4b6e4d183c231eb35df,3.51472377777
a747e788d25aa6dbd25b,3.2147371769
c8e784b429d77a5e3b4a,3.43071389198
421194155c37833b70ff,3.37931632996
b25763dab2ae54fbdfe1,3.61204767227
c15b772056e8ac10e0f1,3.47725701332
28ef68e48097ef179f1f,3.40960860252
908cae1889be2bf13964,3.106777668
7430ec33919641b737fc,2.76773881912
731f32064929f8a75550,3.39368391037
d6fd9de976e9d6487131,3.43907999992
071ec77189ac4bf36dc5,3.37151384354
6f1ee39d20373f24caa6,3.51168203354
c75ef0e498b4ba39673f,3.4853322506
4d63992b976580c0a225,3.41664290428
7f2cdf1d38aa59b5bd55,3.59530949593
8c59f098a367e98eee4e,3.42919874191
34c29197a00ff047eef1,3.55868506432
fb4de00a3917721e4de7,3.39604520798
2718e1267ff24288dc61,3.52369332314
c066b0ba25c6318b69f2,3.35057377815
b86c65630f04b810e24c,3.2080681324
5ba8787aa6c0d1eae1cb,3.70478129387
26209b77ea930837b412,3.3658349514
a4a66d8eb14ac9412a96,3.60343647003
097fb706c75960a6e8b7,3.3867251873
0edbd711a18b2ab59709,3.32430005074
b507205c9b9d39b787f4,3.33651161194
58f0cd1a053221061397,3.56151247025
8bc39979c417dbf4c397,3.45174765587
fa82cc95f0023a0549de,3.58568239212
078803c1afa96d35ab5e,3.5488960743
81ea1ca3ef0c6654aaf8,3.27733969688
36e26d9018b0a7dd765e,3.39311528206
e1c62276a815b5ae9d1d,3.58434534073
89dfe72f3b14bbfce98a,3.44747209549
ae30d5889233c9f08883,3.57008218765
da8d77e56f331bbb0eac,3.51224446297
b6c830c479829cb93323,3.67062592506
afe6bc1332bfe7302f76,3.42078900337
1ce7bff4431585869be7,3.20332527161
a9969c5c4e64d76a1832,3.49501800537
4124d00ec71e7185cd73,3.24803066254
04ee36632022b23f5f31,3.3526802063
fe89d41b7c2be4d7ec13,2.71678185463
caf5970caf9e01f1aafe,2.80684709549
8c77be9ddee8741a9151,3.21085643768
066782c652df7659e4d7,3.35265469551
9d5d299a25872573a815,3.52110338211
c8902cdf1b5b6bf7e08c,3.25411844254
3dd1933d7c4a62bb1f66,3.44160914421
3a70ded801a9a0cf71a1,3.67798185349
3fb782f0da593a862429,3.54741430283
e3af2e5adf632be2ace4,3.43029785156
9cc3ac9060122126bfc0,3.60281395912
2837810c5ddd881caa9d,3.39996910095
dc2c9d51a7924a984d6a,3.52577114105
fcd5b64cf94d45fbd234,3.49574065208
b6bb102779f51b0e4636,3.21306037903
46861671b7286b0de76a,3.44337558746
d506ffb81e0f65854f59,3.43907999992
34b50368da64528ac684,3.25899815559
4ff296b9d480dd38548d,2.65036177635
9ed9195a91449bf6c414,3.38770890236
3d56e09914b236c7e29e,3.57304215431
aae729687e21ea436c19,3.31928515434
bf8a05bc442c846ee5ee,2.71753668785
1c88149cce4b521970c1,3.31167602539
048126563fe1c6ad9f74,3.10916256905
4873b16cdd7ec4894770,3.2931702137
934f29bafcfc130067b8,3.15075278282
80b3380f44548550371a,3.58419322968
34e5972ff95d2d90ce95,3.37365603447
e840ca6140ef9595396e,2.99908041954
1dfbc9ada95695804fa2,3.43620181084
ef10756d4cadb0b8c242,2.811160326
48ae40d80d346d81b02c,3.55755543709
42d57a1f9b7d1ad8323e,3.45462846756
e5affb731bd4cc351ff0,3.30162787437
37e0f8d47d1ff130ee55,3.29808783531
3facbba5c0936ed3e83a,3.3753464222
b0646bf24e5ef367c0ea,3.48625397682
e68317b0cf67403ea0c5,3.26400756836
9412cc8c694ba6051a3e,3.27164936066
136571a7be1e53b0e390,3.28757548332
e775872c09fd03f3bcad,3.36617970467
03b9ca7cc4581d66cebb,3.58629226685
c6d7b9a998a1df5339e3,3.60711598396
3242f4e47dfdc6063067,3.20741534233
19a0f0aabf66f9e35301,3.46404719353
1bc40006bfd343fb12b6,3.51657176018
922e4449e5ba8531cf7f,3.35383963585
76547bf7433b31268806,3.3784263134
20bf24eacf3ba06ffc5e,3.49536180496
ea54ae61396b612ac662,3.00930023193
4dbf8fbede4397579dad,3.42023086548
fa0d41677d1a3ab73cb6,3.54472708702
b6c6e6aaed362e287445,3.49829912186
8d3fc97aff548e0e4f30,3.5834608078
c86747bc77b270a67976,3.4439432621
29f59c6b9ac42891780e,3.3908560276
70624c86842bcd0ed5cd,3.40974783897
3f731ff8b061b806a3b9,3.39267110825
338a8a294444b98e94f7,2.78507781029
2b113f98df5f32d086e7,3.46360754967
f1bfaf6bb5efae7d942f,3.50117373466
268d0bc27da18347a828,3.64452338219
a74fe5bd54e87e7b93ad,3.28130531311
7c62ed642c9c7af26c88,3.51122045517
96dc7191192c5d401f1a,3.42672801018
bacfb87c79b77cf42543,3.48767995834
37d969d2692954869b84,3.42227840424
442c981c9908c06fae64,3.41919541359
bbb2decd8feba1de7cf7,3.24017810822
2eb78bacf2a5083f1664,3.30867886543
27072cc018367edb3b85,3.3844203949
f996c29b46ce6a7005c6,3.30847239494
c908d75bc5c5e1bfe645,3.32233476639
26bed1258fa4999cc50f,3.38405251503
8bca232770fabbc1838a,3.24643802643
79dcd63ce661e9d92cf3,3.52910661697
0e839b5091620a576e6a,3.39830851555
b03508484a7e0890a2a3,3.36925959587
7c91faabc7bb919d3255,3.67062592506
99ea4253e4b5496b2ead,3.45782065392
f84575bd2aab1250c750,3.60323119164
636e6a34d18a22cd0f1a,3.35271644592
b813d93fe8aebd8d6348,3.40660738945
2e6dcb47953d4ef70848,3.40928220749
c8d5a5ca1365fc7f55b8,3.54307723045
3c01e782061519eb72bd,3.61655449867
b6108a0fa9284838de30,2.88645124435
9a93bd84aa1790ebef02,3.52577114105
b65553d718ebc0aedf66,3.08433413506
e2c72d1f4372e8ed3c52,3.08568954468
9288bb9480823f0e7efd,3.36088395119
e4a33616d91305d2fd9b,3.38013529778
3b4ccc72770c53d364f4,3.38933992386
614941e4687926657cfb,3.25262784958
4e3e876f053f716162c9,3.35549998283
6203373ee798fd560286,3.0251326561
a6986423728fcb1b0a58,3.51693105698
ec08d044206fbc48475a,3.41824245453
91ab6259e53a2841ab16,3.39040493965
bf44acdc0ab0a25bebe6,3.05787444115
cd3f440f8c3682006d4e,3.35811090469
7e2e4684b951e4d155cf,3.26780152321
71cf871d0f05616220b3,3.53675603867
0444f1e3c536473a4809,3.48708796501
8e412e6c1fde20a12523,3.29747724533
6420e1acc3b008d961e6,3.42240023613
a34a66ff3785d023f784,3.59230422974
5513ecb960d9f440345c,3.37239146233
bb8424c2efa88c9295f4,3.20913887024
740dfee9107b3996d242,3.47459030151
7b95c86f71bd82a2b679,3.00145936012
78984cf08bb7fa5a3960,3.33642101288
5b6d04cc2656813d2c16,3.27645421028
e685c0fcdb1eb73fd0dd,3.30296778679
63bf3ed035fa5f731ce4,2.9798989296
bfbe9a55ee5f44bbd8c3,3.45263934135
8f25b1f71935770b1aeb,3.46891140938
b9b106d08d7b9f760b5f,3.44664168358
feacbb25e458d0973148,3.42012143135
c9aff408ee3dbd30d870,3.30283999443
33375cc6f1f29775ea91,3.52726244926
58c61d8be43124a8bd62,3.24261713028
562a7a91d51d91c8387a,2.94107794762
0017bda68ec72f8b1ef9,3.38935709
671f5e0d671c8a375516,3.59670352936
afbad3be528dd3744427,3.50885987282
6af6d3a6a9651af0a855,3.53122806549
482b81c7e5b8ec9ec73b,3.39045667648
76c6221ad795ba1fbce7,3.54910135269
49869c835bef93690de6,3.29870796204
b734890408bef6460f29,3.30945611
413fac725a59623d3690,3.32232499123
836c1357cd114a3340ff,3.34938097
f198a052ae5048b89ebc,3.17409181595
5f714cd8a23d28e09f57,3.36874389648
23b82fd5eff67326cba3,3.60366535187
1d36e33a8086d148ab9e,3.43572306633
12a54ad4c53b02f17149,3.48953914642
b461df02c6c36c2f28a1,3.46996355057
c027bd487b128014081d,3.10625529289
8fe519b6eef341f08ba4,3.55299091339
00ceac1201da26519ae9,3.42979216576
0ae7f2e53d8a6bbfb6c5,3.0119998455
8c718933536387e11757,3.53535485268
853c55d3d60f0a33cef7,3.31543326378
946c3574b2380aa76402,3.36682963371
4c11f9fba42ce0778393,3.49171066284
bc5a69b9115af433bfa1,3.49660158157
b9c2d838fa55a6232225,3.3988776207
b6165fee696e0ea56e55,3.37430620193
ad1f2ca0d0b88b1abfb7,3.50516581535
284fbb67f53f49d0eede,3.54131531715
27a32909d967ccb03d4d,3.46300983429
d7c767d077a55b74e8f1,3.1729362011
a75e73f5b77cbd2c098c,3.44549179077
a09deb2d8a79a011baba,3.21250605583
0ef88bdeba62aec7634a,3.41586518288
bfdaec49203e7281babc,3.43089056015
31c3ea8e6b07ad8afeb2,3.30021762848
e44e5ebe15efc2f275b5,3.60590457916
f4fe0dbf667ad4645268,3.26430368423
caba40f114a2f82371df,3.32958817482
c62c97f062a72a6b7a4c,3.35889601707
590b5279ea68df524842,3.38226652145
710f5d5b2438ee092a15,3.46486258507
10dfd78280e29cbe100e,2.98356199265
1ee21fdf1ad49f59c472,3.15976238251
d48a8c32ec4cf67b9de2,3.33168911934
21405945d1397eec3316,3.12838101387
244bd1308aa654f0e328,3.36704564095
45c627ad513919f793f8,3.53681874275
27882b30d77f45e8a817,3.39544653893
1ed877127ce8e744fcb0,3.46937608719
80720542c363fc77c202,3.25426745415
e1cfff8b447022807a0c,3.41373896599
8e8d31be33323d927672,3.42874217033
7668dffd1f4d5db4bb1c,3.42582774162
c7157c94c2b908233234,3.27748537064
7a4b34bf49d265d2b978,3.27099728584
deed05ae239e7a806d8b,3.08601713181
78cfa3e0de92b94b11b5,3.35127663612
38ade92c5621e9d17492,3.47751498222
876d3513652610aaa36e,2.73965620995
23fa3f79b7fd8eb4dfe0,3.47602796555
9e52f4d40b9b2eb4bad6,3.37524580956
38b4e131d64324bb41bb,3.50103831291
87a25944566ede391465,3.28876638412
a7a68db96ff0f48f55c1,3.42683815956
523c5dc11f8b277634e7,3.51358294487
dd75dcb42cca85fcf3e6,3.48326778412
93e61c5227df66ac71b5,3.41815781593
47257b6ef34aee4154cb,3.48398089409
8c8fd507679a4b4599e1,3.49446630478
5e5902c38975ab65a69c,3.63706612587
fddcd0f299529a74b717,3.51265668869
42f5a2cb74fa7a682437,3.33318185806
9cdf0ec90473308249f0,2.96596837044
97ff42301157efa032fa,3.46502995491
9353ed2036779f15cc75,3.01999926567
4e9da65eb160dcaae53b,3.34648561478
81678131b81300b6e9f8,2.48507261276
57b35932b4bf10c70820,3.41531896591
4835c30e388fae5a3490,3.54536914825
04e16367347bcbcad4e4,3.42760682106
